sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,is_5g,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status,Total Sales
SAMS-00001087,2021-04-24,2021,Q2,April,Bangladesh,Asia,Narayanganj,Samsung Galaxy S22,Galaxy S,128 GB,Graph,Yes,750.18,0,2,750.18,1500.36,BDT,110.0,165039.6,Authorized Reseller,EMI / Installment,Government,18–24,Android (Other),3.0,Kept,1500.36
SAMS-00001092,2021-12-10,2021,Q4,December,Bangladesh,Asia,Narayanganj,Samsung Galaxy S23,Galaxy S,256 GB,Phantom White,Yes,782.77,12,1,688.84,688.84,BDT,110.0,75772.4,Online (Samsung.com),Gift Card,Enterprise,45–54,iOS,4.0,Exchanged,782.77
SAMS-00001093,2022-01-11,2022,Q1,January,Bangladesh,Asia,Narayanganj,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Phantom Black,Yes,1232.67,0,3,1232.67,3698.01,BDT,110.0,406781.1,Carrier Store,Gift Card,Individual,35–44,Android (Other),4.9,Kept,3698.01
SAMS-00001094,2022-01-13,2022,Q1,January,Bangladesh,Asia,Narayanganj,Samsung Galaxy M34 5G,Galaxy M,256 GB,Midnight Blue,Yes,233.06,20,2,186.45,372.9,BDT,110.0,41019.0,E-commerce Platform,Debit Card,Education,45–54,Android (Samsung),3.9,Exchanged,466.12
SAMS-00001097,2022-03-03,2022,Q1,March,Bangladesh,Asia,Narayanganj,Samsung Galaxy M34 5G,Galaxy M,64 GB,Waterfall Blue,Yes,266.07,7,3,247.45,742.35,BDT,110.0,81658.5,Third-Party Retailer,EMI / Installment,Individual,45–54,New User,3.5,Kept,798.21
SAMS-00001109,2023-04-01,2023,Q2,April,Bangladesh,Asia,Narayanganj,Samsung Galaxy S24 Ultra,Galaxy S,512 GB,Titanium Violet,Yes,1368.92,0,1,1368.92,1368.92,BDT,110.0,150581.2,Carrier Store,Gift Card,Individual,25–34,Feature Phone,3.6,Kept,1368.92
SAMS-00001112,2023-09-14,2023,Q3,September,Bangladesh,Asia,Narayanganj,Samsung Galaxy M14 5G,Galaxy M,128 GB,Prism Black,Yes,173.47,20,4,138.78,555.12,BDT,110.0,61063.2,Online (Samsung.com),EMI / Installment,Business,25–34,Feature Phone,4.3,Kept,693.88
SAMS-00001118,2024-03-12,2024,Q1,March,Bangladesh,Asia,Narayanganj,Samsung Galaxy M04,Galaxy M,128 GB,Icy Blue,No,103.76,0,5,103.76,518.8,BDT,110.0,57068.0,Carrier Store,Debit Card,Enterprise,18–24,Android (Other),4.6,Kept,518.8000000000001
SAMS-00001123,2024-06-16,2024,Q2,June,Bangladesh,Asia,Narayanganj,Samsung Galaxy A04,Galaxy A,256 GB,Awesome Black,No,113.72,12,1,100.07,100.07,BDT,110.0,11007.7,Corporate / B2B,Cash,Government,18–24,Feature Phone,4.1,Kept,113.72
SAMS-00001125,2024-06-29,2024,Q2,June,Bangladesh,Asia,Narayanganj,Samsung Galaxy Z Fold 4,Galaxy Z,512 GB,Phantom Black,Yes,1674.74,0,5,1674.74,8373.7,BDT,110.0,921107.0,Samsung Store,Cash,Education,55+,Android (Samsung),3.9,Kept,8373.7
SAMS-00001126,2024-07-30,2024,Q3,July,Bangladesh,Asia,Narayanganj,Samsung Galaxy Z Flip 4,Galaxy Z,1 TB,Gray,Yes,883.91,0,5,883.91,4419.55,BDT,110.0,486150.5,Authorized Reseller,Credit Card,Individual,45–54,iOS,4.7,Returned,4419.55
SAMS-00001129,2021-01-31,2021,Q1,January,Bangladesh,Asia,Rajshahi,Samsung Galaxy S24+,Galaxy S,512 GB,Lavender,Yes,1066.38,20,2,853.1,1706.2,BDT,110.0,187682.0,Carrier Store,Credit Card,Individual,55+,Feature Phone,2.8,Kept,2132.76
SAMS-00001130,2021-02-14,2021,Q1,February,Bangladesh,Asia,Rajshahi,Samsung Galaxy A34 5G,Galaxy A,256 GB,Awesome Lime,Yes,416.73,12,6,366.72,2200.32,BDT,110.0,242035.2,Online (Samsung.com),Gift Card,Business,18–24,Android (Samsung),2.9,Kept,2500.38
SAMS-00001132,2021-08-01,2021,Q3,August,Bangladesh,Asia,Rajshahi,Samsung Galaxy A04,Galaxy A,128 GB,Awesome Black,No,117.04,0,1,117.04,117.04,BDT,110.0,12874.4,Online (Samsung.com),Net Banking,Individual,55+,Android (Samsung),4.0,Kept,117.04
SAMS-00001134,2021-11-10,2021,Q4,November,Bangladesh,Asia,Rajshahi,Samsung Galaxy A04,Galaxy A,64 GB,Awesome Graphite,No,104.75,0,1,104.75,104.75,BDT,110.0,11522.5,Samsung Store,Samsung Pay,Enterprise,45–54,Android (Other),4.2,Kept,104.75
SAMS-00001135,2021-12-19,2021,Q4,December,Bangladesh,Asia,Rajshahi,Samsung Galaxy Z Flip 5,Galaxy Z,256 GB,Cream,Yes,994.53,0,1,994.53,994.53,BDT,110.0,109398.3,Carrier Store,Debit Card,Government,18–24,iOS,4.9,Kept,994.53
SAMS-00001143,2022-07-10,2022,Q3,July,Bangladesh,Asia,Rajshahi,Samsung Galaxy A04,Galaxy A,128 GB,Awesome Peach,No,112.35,7,2,104.49,208.98,BDT,110.0,22987.8,Samsung Store,BNPL (Buy Now Pay Later),Government,18–24,iOS,4.5,Kept,224.7
SAMS-00001146,2022-10-22,2022,Q4,October,Bangladesh,Asia,Rajshahi,Samsung Galaxy A34 5G,Galaxy A,64 GB,Awesome Lime,Yes,366.16,0,2,366.16,732.32,BDT,110.0,80555.2,Carrier Store,Gift Card,Enterprise,45–54,Feature Phone,4.8,Kept,732.32
SAMS-00001152,2023-07-11,2023,Q3,July,Bangladesh,Asia,Rajshahi,Samsung Galaxy A53 5G,Galaxy A,64 GB,Awesome Lime,Yes,401.95,5,6,381.85,2291.1,BDT,110.0,252021.0,Corporate / B2B,EMI / Installment,Government,45–54,New User,4.7,Kept,2411.7
SAMS-00001153,2023-07-22,2023,Q3,July,Bangladesh,Asia,Rajshahi,Samsung Galaxy M34 5G,Galaxy M,256 GB,Dark Blue,Yes,231.8,5,1,220.21,220.21,BDT,110.0,24223.1,Carrier Store,Net Banking,Individual,45–54,New User,3.4,Kept,231.8
SAMS-00001156,2023-10-12,2023,Q4,October,Bangladesh,Asia,Rajshahi,Samsung Galaxy A54 5G,Galaxy A,128 GB,Awesome White,Yes,470.87,5,1,447.33,447.33,BDT,110.0,49206.3,Authorized Reseller,Cash,Education,45–54,Android (Samsung),4.6,Kept,470.87
SAMS-00001158,2023-11-28,2023,Q4,November,Bangladesh,Asia,Rajshahi,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Lime,Yes,1156.67,0,1,1156.67,1156.67,BDT,110.0,127233.7,E-commerce Platform,EMI / Installment,Individual,55+,iOS,3.1,Kept,1156.67
SAMS-00001159,2023-12-11,2023,Q4,December,Bangladesh,Asia,Rajshahi,Samsung Galaxy S24+,Galaxy S,512 GB,Lime,Yes,1060.09,0,1,1060.09,1060.09,BDT,110.0,116609.9,Carrier Store,Samsung Pay,Individual,45–54,Feature Phone,2.8,Kept,1060.09
SAMS-00001162,2024-03-03,2024,Q1,March,Bangladesh,Asia,Rajshahi,Samsung Galaxy M04,Galaxy M,128 GB,Waterfall Blue,No,107.6,2,10,105.45,1054.5,BDT,110.0,115995.0,Samsung Store,Debit Card,Enterprise,45–54,New User,4.0,Kept,1076.0
SAMS-00001170,2021-02-19,2021,Q1,February,Bangladesh,Asia,Sylhet,Samsung Galaxy S22 Ultra,Galaxy S,128 GB,Graph,Yes,1082.12,5,1,1028.01,1028.01,BDT,110.0,113081.1,Samsung Store,Credit Card,Education,55+,Android (Samsung),3.2,Kept,1082.12
SAMS-00001171,2021-03-04,2021,Q1,March,Bangladesh,Asia,Sylhet,Samsung Galaxy A33 5G,Galaxy A,64 GB,Awesome Lime,Yes,337.59,7,2,313.96,627.92,BDT,110.0,69071.2,Samsung Store,Samsung Pay,Business,35–44,Feature Phone,2.8,Kept,675.18
SAMS-00001176,2021-08-05,2021,Q3,August,Bangladesh,Asia,Sylhet,Samsung Galaxy Z Flip 3,Galaxy Z,512 GB,Icy Blue,Yes,731.72,0,2,731.72,1463.44,BDT,110.0,160978.4,Corporate / B2B,EMI / Installment,Government,35–44,Android (Other),3.4,Kept,1463.44
SAMS-00001177,2021-09-19,2021,Q3,September,Bangladesh,Asia,Sylhet,Samsung Galaxy S23 FE,Galaxy S,512 GB,Graph,Yes,579.55,0,2,579.55,1159.1,BDT,110.0,127501.0,Online (Samsung.com),BNPL (Buy Now Pay Later),Education,25–34,Feature Phone,3.2,Kept,1159.1
SAMS-00001179,2021-11-10,2021,Q4,November,Bangladesh,Asia,Sylhet,Samsung Galaxy Z Flip 3,Galaxy Z,1 TB,Icy Blue,Yes,760.65,5,1,722.62,722.62,BDT,110.0,79488.2,Third-Party Retailer,EMI / Installment,Enterprise,25–34,iOS,3.0,Kept,760.65
SAMS-00001183,2022-04-19,2022,Q2,April,Bangladesh,Asia,Sylhet,Samsung Galaxy A33 5G,Galaxy A,256 GB,Awesome Peach,Yes,348.3,0,1,348.3,348.3,BDT,110.0,38313.0,Authorized Reseller,EMI / Installment,Government,45–54,iOS,4.9,Kept,348.3
SAMS-00001189,2022-09-18,2022,Q3,September,Bangladesh,Asia,Sylhet,Samsung Galaxy S23,Galaxy S,512 GB,Lime,Yes,817.38,15,2,694.77,1389.54,BDT,110.0,152849.4,Online (Samsung.com),Debit Card,Government,18–24,Android (Other),2.8,Kept,1634.76
SAMS-00001193,2023-03-13,2023,Q1,March,Bangladesh,Asia,Sylhet,Samsung Galaxy M34 5G,Galaxy M,128 GB,Prism Black,Yes,250.34,2,1,245.33,245.33,BDT,110.0,26986.3,Authorized Reseller,Credit Card,Individual,18–24,Feature Phone,4.9,Kept,250.34
SAMS-00001196,2023-12-19,2023,Q4,December,Bangladesh,Asia,Sylhet,Samsung Galaxy S22+,Galaxy S,128 GB,Lime,Yes,921.06,0,1,921.06,921.06,BDT,110.0,101316.6,Online (Samsung.com),EMI / Installment,Enterprise,25–34,Android (Samsung),3.1,Kept,921.06
SAMS-00001198,2024-03-18,2024,Q1,March,Bangladesh,Asia,Sylhet,Samsung Galaxy Z Flip 5,Galaxy Z,1 TB,Phantom Black,Yes,1052.08,3,2,1020.52,2041.04,BDT,110.0,224514.4,Corporate / B2B,Cash,Education,55+,Android (Samsung),3.0,Kept,2104.16
SAMS-00001199,2024-04-18,2024,Q2,April,Bangladesh,Asia,Sylhet,Samsung Galaxy A14,Galaxy A,128 GB,Awesome Peach,No,160.58,0,1,160.58,160.58,BDT,110.0,17663.8,Third-Party Retailer,Net Banking,Business,45–54,Feature Phone,3.0,Kept,160.58
SAMS-00001200,2024-05-05,2024,Q2,May,Bangladesh,Asia,Sylhet,Samsung Galaxy S22+,Galaxy S,256 GB,Titanium Yellow,Yes,911.51,0,1,911.51,911.51,BDT,110.0,100266.1,Authorized Reseller,Gift Card,Government,35–44,New User,3.3,Kept,911.51
SAMS-00001203,2024-07-02,2024,Q3,July,Bangladesh,Asia,Sylhet,Samsung Galaxy Z Fold 5,Galaxy Z,1 TB,Phantom Black,Yes,1688.76,0,2,1688.76,3377.52,BDT,110.0,371527.2,E-commerce Platform,Net Banking,Education,18–24,Android (Other),4.1,Returned,3377.52
SAMS-00001206,2024-10-21,2024,Q4,October,Bangladesh,Asia,Sylhet,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Lime,No,163.75,0,2,163.75,327.5,BDT,110.0,36025.0,Third-Party Retailer,Cash,Individual,18–24,Feature Phone,2.7,Kept,327.5
SAMS-00001207,2024-11-20,2024,Q4,November,Bangladesh,Asia,Sylhet,Samsung Galaxy S22 Ultra,Galaxy S,128 GB,Cream,Yes,1145.28,7,2,1065.11,2130.22,BDT,110.0,234324.2,Corporate / B2B,Gift Card,Government,55+,Android (Samsung),3.9,Kept,2290.56
SAMS-00001212,2021-12-04,2021,Q4,December,Belgium,Europe,Aalst,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Graphite,No,173.59,0,1,173.59,173.59,EUR,0.92,159.7,Third-Party Retailer,Net Banking,Government,18–24,iOS,3.9,Kept,173.59
SAMS-00001215,2022-04-15,2022,Q2,April,Belgium,Europe,Aalst,Samsung Galaxy S21 FE,Galaxy S,512 GB,Cream,No,475.8,2,2,466.28,932.56,EUR,0.92,857.96,Carrier Store,Net Banking,Individual,25–34,Android (Other),2.9,Kept,951.6
SAMS-00001217,2022-05-04,2022,Q2,May,Belgium,Europe,Aalst,Samsung Galaxy S24+,Galaxy S,512 GB,Titanium Violet,Yes,952.26,12,6,837.99,5027.94,EUR,0.92,4625.7,E-commerce Platform,Samsung Pay,Business,25–34,Android (Other),2.6,Kept,5713.5599999999995
SAMS-00001218,2022-05-20,2022,Q2,May,Belgium,Europe,Aalst,Samsung Galaxy S23+,Galaxy S,256 GB,Titanium Yellow,Yes,955.4,12,4,840.75,3363.0,EUR,0.92,3093.96,Samsung Store,Cash,Individual,45–54,Feature Phone,2.7,Kept,3821.6
SAMS-00001222,2022-09-07,2022,Q3,September,Belgium,Europe,Aalst,Samsung Galaxy M54 5G,Galaxy M,128 GB,Icy Blue,Yes,361.97,3,1,351.11,351.11,EUR,0.92,323.02,Authorized Reseller,Cash,Individual,55+,Android (Other),4.7,Kept,361.97
SAMS-00001223,2022-10-11,2022,Q4,October,Belgium,Europe,Aalst,Samsung Galaxy M54 5G,Galaxy M,128 GB,Midnight Blue,Yes,348.06,15,2,295.85,591.7,EUR,0.92,544.36,Online (Samsung.com),Credit Card,Government,18–24,Android (Samsung),4.8,Kept,696.12
SAMS-00001230,2023-09-17,2023,Q3,September,Belgium,Europe,Aalst,Samsung Galaxy A04s,Galaxy A,64 GB,Awesome Violet,No,132.61,12,2,116.7,233.4,EUR,0.92,214.73,Online (Samsung.com),Debit Card,Individual,18–24,New User,5.0,Kept,265.22
SAMS-00001234,2021-02-08,2021,Q1,February,Belgium,Europe,Antwerp,Samsung Galaxy S22,Galaxy S,512 GB,Titanium Black,Yes,727.09,0,3,727.09,2181.27,EUR,0.92,2006.77,Carrier Store,Gift Card,Enterprise,18–24,Android (Other),3.7,Kept,2181.27
SAMS-00001238,2021-07-15,2021,Q3,July,Belgium,Europe,Antwerp,Samsung Galaxy A33 5G,Galaxy A,64 GB,Awesome Graphite,Yes,367.52,12,1,323.42,323.42,EUR,0.92,297.55,Third-Party Retailer,Samsung Pay,Government,55+,Feature Phone,3.5,Returned,367.52
SAMS-00001240,2021-08-24,2021,Q3,August,Belgium,Europe,Antwerp,Samsung Galaxy A53 5G,Galaxy A,256 GB,Awesome Lime,Yes,406.68,0,2,406.68,813.36,EUR,0.92,748.29,Corporate / B2B,BNPL (Buy Now Pay Later),Education,35–44,Feature Phone,2.7,Kept,813.36
SAMS-00001242,2022-02-06,2022,Q1,February,Belgium,Europe,Antwerp,Samsung Galaxy S23 FE,Galaxy S,128 GB,Cream,Yes,589.66,7,1,548.38,548.38,EUR,0.92,504.51,Samsung Store,Samsung Pay,Individual,45–54,Android (Other),4.4,Kept,589.66
SAMS-00001248,2022-12-23,2022,Q4,December,Belgium,Europe,Antwerp,Samsung Galaxy A53 5G,Galaxy A,256 GB,Awesome White,Yes,371.93,0,1,371.93,371.93,EUR,0.92,342.18,Authorized Reseller,Debit Card,Enterprise,55+,New User,2.7,Kept,371.93
SAMS-00001252,2023-03-20,2023,Q1,March,Belgium,Europe,Antwerp,Samsung Galaxy S22+,Galaxy S,256 GB,Green,Yes,862.24,0,1,862.24,862.24,EUR,0.92,793.26,Third-Party Retailer,Net Banking,Education,18–24,Android (Other),4.1,Returned,862.24
SAMS-00001257,2023-06-30,2023,Q2,June,Belgium,Europe,Antwerp,Samsung Galaxy A04,Galaxy A,128 GB,Awesome White,No,117.98,0,2,117.98,235.96,EUR,0.92,217.08,E-commerce Platform,BNPL (Buy Now Pay Later),Enterprise,55+,Android (Samsung),3.0,Kept,235.96
SAMS-00001259,2023-09-28,2023,Q3,September,Belgium,Europe,Antwerp,Samsung Galaxy S24,Galaxy S,128 GB,Titanium Yellow,Yes,803.36,7,1,747.12,747.12,EUR,0.92,687.35,Corporate / B2B,Gift Card,Individual,45–54,New User,3.4,Kept,803.36
SAMS-00001260,2023-10-15,2023,Q4,October,Belgium,Europe,Antwerp,Samsung Galaxy Z Fold 5,Galaxy Z,256 GB,Graphite,Yes,1843.06,0,4,1843.06,7372.24,EUR,0.92,6782.46,Corporate / B2B,Cash,Enterprise,25–34,iOS,2.7,Kept,7372.24
SAMS-00001273,2022-08-28,2022,Q3,August,Belgium,Europe,Bruges,Samsung Galaxy M34 5G,Galaxy M,256 GB,Waterfall Blue,Yes,238.42,12,5,209.81,1049.05,EUR,0.92,965.13,E-commerce Platform,BNPL (Buy Now Pay Later),Enterprise,45–54,Android (Other),4.4,Kept,1192.1
SAMS-00001276,2022-10-29,2022,Q4,October,Belgium,Europe,Bruges,Samsung Galaxy M54 5G,Galaxy M,128 GB,Prism Black,Yes,357.73,0,3,357.73,1073.19,EUR,0.92,987.33,Authorized Reseller,Gift Card,Government,55+,Android (Samsung),2.6,Kept,1073.19
SAMS-00001282,2023-12-31,2023,Q4,December,Belgium,Europe,Bruges,Samsung Galaxy Z Flip 5,Galaxy Z,1 TB,Graphite,Yes,1001.66,5,1,951.58,951.58,EUR,0.92,875.45,Third-Party Retailer,EMI / Installment,Business,35–44,Android (Other),3.8,Kept,1001.66
SAMS-00001290,2021-04-24,2021,Q2,April,Belgium,Europe,Brussels,Samsung Galaxy S24 Ultra,Galaxy S,128 GB,Titanium Violet,Yes,1280.02,10,1,1152.02,1152.02,EUR,0.92,1059.86,Carrier Store,Debit Card,Government,25–34,Android (Samsung),4.5,Kept,1280.02
SAMS-00001293,2021-12-12,2021,Q4,December,Belgium,Europe,Brussels,Samsung Galaxy M14 5G,Galaxy M,64 GB,Dark Blue,Yes,173.87,0,1,173.87,173.87,EUR,0.92,159.96,Third-Party Retailer,EMI / Installment,Government,25–34,New User,3.9,Kept,173.87
SAMS-00001298,2022-08-29,2022,Q3,August,Belgium,Europe,Brussels,Samsung Galaxy Z Fold 5,Galaxy Z,256 GB,Lavender,Yes,1925.55,0,1,1925.55,1925.55,EUR,0.92,1771.51,E-commerce Platform,Debit Card,Education,18–24,New User,4.3,Kept,1925.55
SAMS-00001301,2023-01-21,2023,Q1,January,Belgium,Europe,Brussels,Samsung Galaxy A54 5G,Galaxy A,64 GB,Awesome Lime,Yes,425.74,3,2,412.97,825.94,EUR,0.92,759.86,Samsung Store,Debit Card,Education,25–34,New User,3.0,Kept,851.48
SAMS-00001304,2023-09-28,2023,Q3,September,Belgium,Europe,Brussels,Samsung Galaxy S24+,Galaxy S,128 GB,Titanium Violet,Yes,1040.61,0,1,1040.61,1040.61,EUR,0.92,957.36,Authorized Reseller,Gift Card,Education,35–44,Feature Phone,3.5,Kept,1040.61
SAMS-00001310,2024-08-28,2024,Q3,August,Belgium,Europe,Brussels,Samsung Galaxy S24+,Galaxy S,1 TB,Titanium Yellow,Yes,956.45,7,1,889.5,889.5,EUR,0.92,818.34,E-commerce Platform,Net Banking,Enterprise,45–54,New User,4.4,Kept,956.45
SAMS-00001311,2024-09-21,2024,Q3,September,Belgium,Europe,Brussels,Samsung Galaxy S24,Galaxy S,256 GB,Lime,Yes,732.86,0,6,732.86,4397.16,EUR,0.92,4045.39,Third-Party Retailer,Cash,Individual,25–34,New User,3.0,Kept,4397.16
SAMS-00001320,2022-05-09,2022,Q2,May,Belgium,Europe,Ghent,Samsung Galaxy A04s,Galaxy A,64 GB,Awesome Peach,No,139.3,0,1,139.3,139.3,EUR,0.92,128.16,Carrier Store,Credit Card,Enterprise,25–34,iOS,3.8,Kept,139.3
SAMS-00001327,2023-04-02,2023,Q2,April,Belgium,Europe,Ghent,Samsung Galaxy S23 FE,Galaxy S,128 GB,Titanium Yellow,Yes,567.28,20,1,453.82,453.82,EUR,0.92,417.51,E-commerce Platform,EMI / Installment,Business,18–24,iOS,4.9,Kept,567.28
SAMS-00001329,2023-07-23,2023,Q3,July,Belgium,Europe,Ghent,Samsung Galaxy A24,Galaxy A,64 GB,Awesome Black,No,238.67,5,1,226.74,226.74,EUR,0.92,208.6,E-commerce Platform,Gift Card,Education,35–44,Android (Samsung),3.9,Kept,238.67
SAMS-00001331,2023-12-20,2023,Q4,December,Belgium,Europe,Ghent,Samsung Galaxy S22+,Galaxy S,512 GB,Titanium Black,Yes,820.84,10,1,738.76,738.76,EUR,0.92,679.66,E-commerce Platform,Cash,Business,35–44,New User,4.2,Kept,820.84
SAMS-00001333,2024-02-14,2024,Q1,February,Belgium,Europe,Ghent,Samsung Galaxy Z Flip 4,Galaxy Z,1 TB,Phantom Black,Yes,842.81,10,3,758.53,2275.59,EUR,0.92,2093.54,Samsung Store,Net Banking,Enterprise,45–54,Android (Samsung),2.6,Kept,2528.43
SAMS-00001337,2024-06-23,2024,Q2,June,Belgium,Europe,Ghent,Samsung Galaxy S23 Ultra,Galaxy S,256 GB,Phantom Black,Yes,1306.75,7,1,1215.28,1215.28,EUR,0.92,1118.06,Third-Party Retailer,Samsung Pay,Education,18–24,Feature Phone,4.6,Kept,1306.75
SAMS-00001338,2024-07-03,2024,Q3,July,Belgium,Europe,Ghent,Samsung Galaxy A04,Galaxy A,64 GB,Awesome Peach,No,118.26,0,2,118.26,236.52,EUR,0.92,217.6,Authorized Reseller,Gift Card,Education,35–44,Android (Samsung),4.2,Kept,236.52
SAMS-00001339,2024-07-12,2024,Q3,July,Belgium,Europe,Ghent,Samsung Galaxy S24 Ultra,Galaxy S,128 GB,Lavender,Yes,1391.42,5,2,1321.85,2643.7,EUR,0.92,2432.2,Authorized Reseller,Net Banking,Enterprise,55+,iOS,4.1,Kept,2782.84
SAMS-00001344,2024-12-28,2024,Q4,December,Belgium,Europe,Ghent,Samsung Galaxy A53 5G,Galaxy A,256 GB,Awesome Violet,Yes,399.43,0,2,399.43,798.86,EUR,0.92,734.95,Online (Samsung.com),Credit Card,Enterprise,55+,New User,4.2,Kept,798.86
SAMS-00001346,2021-02-20,2021,Q1,February,Belgium,Europe,Leuven,Samsung Galaxy Z Flip 5,Galaxy Z,1 TB,Graphite,Yes,1000.35,2,1,980.34,980.34,EUR,0.92,901.91,E-commerce Platform,Samsung Pay,Individual,25–34,iOS,4.5,Kept,1000.35
SAMS-00001347,2021-06-04,2021,Q2,June,Belgium,Europe,Leuven,Samsung Galaxy M34 5G,Galaxy M,128 GB,Waterfall Blue,Yes,252.21,12,2,221.94,443.88,EUR,0.92,408.37,Third-Party Retailer,Cash,Individual,18–24,Feature Phone,3.2,Kept,504.42
SAMS-00001354,2022-05-14,2022,Q2,May,Belgium,Europe,Leuven,Samsung Galaxy Z Flip 5,Galaxy Z,256 GB,Icy Blue,Yes,1036.41,7,2,963.86,1927.72,EUR,0.92,1773.5,Third-Party Retailer,Debit Card,Individual,35–44,iOS,4.8,Exchanged,2072.82
SAMS-00001364,2023-04-12,2023,Q2,April,Belgium,Europe,Leuven,Samsung Galaxy Z Flip 3,Galaxy Z,512 GB,Gray,Yes,675.96,0,1,675.96,675.96,EUR,0.92,621.88,Authorized Reseller,Cash,Business,18–24,Android (Samsung),3.8,Kept,675.96
SAMS-00001370,2024-01-13,2024,Q1,January,Belgium,Europe,Leuven,Samsung Galaxy A24,Galaxy A,256 GB,Awesome Violet,No,260.18,0,3,260.18,780.54,EUR,0.92,718.1,Samsung Store,Debit Card,Individual,45–54,Feature Phone,3.2,Kept,780.54
SAMS-00001372,2024-02-02,2024,Q1,February,Belgium,Europe,Leuven,Samsung Galaxy S23+,Galaxy S,512 GB,Titanium Black,Yes,997.91,0,5,997.91,4989.55,EUR,0.92,4590.39,Online (Samsung.com),Cash,Individual,18–24,Android (Samsung),3.7,Kept,4989.55
SAMS-00001379,2021-03-28,2021,Q1,March,Belgium,Europe,Liège,Samsung Galaxy S23+,Galaxy S,1 TB,Lavender,Yes,912.39,0,2,912.39,1824.78,EUR,0.92,1678.8,Third-Party Retailer,Credit Card,Education,25–34,iOS,4.2,Kept,1824.78
SAMS-00001382,2021-06-27,2021,Q2,June,Belgium,Europe,Liège,Samsung Galaxy A14 5G,Galaxy A,64 GB,Awesome Lime,Yes,214.59,20,4,171.67,686.68,EUR,0.92,631.75,Third-Party Retailer,Net Banking,Business,18–24,New User,4.6,Kept,858.36
SAMS-00001388,2021-12-25,2021,Q4,December,Belgium,Europe,Liège,Samsung Galaxy M14 5G,Galaxy M,64 GB,Prism Black,Yes,180.67,10,2,162.6,325.2,EUR,0.92,299.18,Corporate / B2B,Gift Card,Education,18–24,New User,4.6,Kept,361.34
SAMS-00001389,2021-12-30,2021,Q4,December,Belgium,Europe,Liège,Samsung Galaxy S24 Ultra,Galaxy S,512 GB,Lavender,Yes,1386.34,10,2,1247.71,2495.42,EUR,0.92,2295.79,Online (Samsung.com),Samsung Pay,Enterprise,25–34,iOS,4.9,Kept,2772.68
SAMS-00001392,2022-07-19,2022,Q3,July,Belgium,Europe,Liège,Samsung Galaxy S24+,Galaxy S,512 GB,Titanium Gray,Yes,1035.84,12,1,911.54,911.54,EUR,0.92,838.62,Online (Samsung.com),EMI / Installment,Education,55+,Android (Other),3.4,Kept,1035.84
SAMS-00001394,2023-01-06,2023,Q1,January,Belgium,Europe,Liège,Samsung Galaxy Z Flip 3,Galaxy Z,512 GB,Blue,Yes,681.9,7,1,634.17,634.17,EUR,0.92,583.44,Carrier Store,Credit Card,Enterprise,25–34,Android (Samsung),3.6,Kept,681.9
SAMS-00001402,2023-11-22,2023,Q4,November,Belgium,Europe,Liège,Samsung Galaxy Z Flip 3,Galaxy Z,1 TB,Green,Yes,645.2,12,1,567.78,567.78,EUR,0.92,522.36,Online (Samsung.com),Debit Card,Government,55+,iOS,2.9,Kept,645.2
SAMS-00001404,2024-02-19,2024,Q1,February,Belgium,Europe,Liège,Samsung Galaxy S21 FE,Galaxy S,256 GB,Titanium Violet,No,463.87,2,3,454.59,1363.77,EUR,0.92,1254.67,Online (Samsung.com),BNPL (Buy Now Pay Later),Enterprise,55+,Feature Phone,3.1,Kept,1391.6100000000001
SAMS-00001405,2024-02-27,2024,Q1,February,Belgium,Europe,Liège,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Phantom White,Yes,1302.21,5,1,1237.1,1237.1,EUR,0.92,1138.13,Carrier Store,EMI / Installment,Enterprise,45–54,New User,4.4,Kept,1302.21
SAMS-00001406,2024-02-29,2024,Q1,February,Belgium,Europe,Liège,Samsung Galaxy S24+,Galaxy S,512 GB,Phantom White,Yes,946.19,0,3,946.19,2838.57,EUR,0.92,2611.48,Corporate / B2B,BNPL (Buy Now Pay Later),Individual,25–34,New User,4.1,Kept,2838.57
SAMS-00001407,2024-12-04,2024,Q4,December,Belgium,Europe,Liège,Samsung Galaxy S23 FE,Galaxy S,256 GB,Cream,Yes,563.56,15,4,479.03,1916.12,EUR,0.92,1762.83,E-commerce Platform,Net Banking,Business,45–54,Feature Phone,4.6,Kept,2254.24
SAMS-00001412,2021-10-20,2021,Q4,October,Belgium,Europe,Mechelen,Samsung Galaxy S22+,Galaxy S,512 GB,Lime,Yes,871.5,15,3,740.77,2222.31,EUR,0.92,2044.53,Third-Party Retailer,Gift Card,Individual,35–44,iOS,4.6,Kept,2614.5
SAMS-00001417,2022-05-14,2022,Q2,May,Belgium,Europe,Mechelen,Samsung Galaxy S22,Galaxy S,512 GB,Lime,Yes,655.37,0,2,655.37,1310.74,EUR,0.92,1205.88,E-commerce Platform,Credit Card,Education,25–34,Android (Samsung),4.8,Kept,1310.74
